Capitulo,Numero,Titulo,Descricao,Categorias
Capítulo 3: O que nos faz pensar?,Pensar 16-6,A técnica romana de pensamento: retirar-se do objeto externo e concentrar-se na impressão interna,Arendt analisa Epicteto: o objeto externo perde importância; o sujeito volta-se à sua própria percepção e julgamentos;o pensamento torna-se exercício de resistência psicológica.  ,"Tradições do Pensar: Grega, Romana e Moderna"
Capítulo 3: O que nos faz pensar?,Pensar 16-7,O pensamento como “ficar consigo mesmo”,O movimento romano converge para uma interioridade radical: o mundo é sentido como hostil ou indiferente; a mente isola-se como refúgio; a subjetividade torna-se o centro.  ,"Tradições do Pensar: Grega, Romana e Moderna"
Capítulo 3: O que nos faz pensar?,Pensar 16-8,Hegel retoma a resposta romana como modelo para sua filosofia do espírito,Arendt mostra como Hegel herda dos romanos a noção de: consciência que se retira do mundo; mundo como “alienação”; pensamento como reconciliação interior.  ,"Tradições do Pensar: Grega, Romana e Moderna"
Capítulo 3: O que nos faz pensar?,Pensar 16-9,A diferença decisiva entre pensamento grego e pensamento romano,O grego pensa para ver o eterno (theôrein). O romano pensa para suportar e julgar a vida (cura animi). Esse contraste estrutura grande parte da filosofia ocidental posterior.  ,"Tradições do Pensar: Grega, Romana e Moderna"
Capítulo 3: O que nos faz pensar?,Pensar 16-10,O pensamento romano centra-se no “eu”,"O centro do mundo romano é o self, que busca estabilidade e autonomia diante da precariedade da vida. Isso gera uma forma de interioridade muito diferente da grega.  ","Tradições do Pensar: Grega, Romana e Moderna"
Capítulo 3: O que nos faz pensar?,Pensar 16-11,"A interioridade romana produz um mundo mental “seguro”, mas separado da realidade",O recolhimento interior gera uma espécie de realidade paralela feita de impressões subjetivas. Arendt vê isso como uma forma de distanciamento extremo do mundo objetivo.  ,"Tradições do Pensar: Grega, Romana e Moderna"
Capítulo 3: O que nos faz pensar?,Pensar 16-12,"A tensão entre morte, finitude e pensamento","O pensamento romano surge sob a sombra constante da morte, do colapso político e da contingência. Isso produz a urgência de respostas práticas para sofrimento, medo e destino.  ","Tradições do Pensar: Grega, Romana e Moderna"
Capítulo 3: O que nos faz pensar?,Pensar 16-13,A consciência romana inaugura um tipo de ego centrado em si mesmo,Essa consciência é o embrião do “eu moderno”: voltado para dentro; autossuficiente; desconfiado do mundo; preocupado em manter-se firme em meio às tempestades da existência.  ,"Tradições do Pensar: Grega, Romana e Moderna"
Capítulo 3: O que nos faz pensar?,Pensar 16-14,A sabedoria romana nasce da necessidade de governar a si mesmo,"O julgamento moral — coragem, justiça, honra, generosidade — tem origem na prática interior de reflexão e autocontrole, não na contemplação do ser.  ","Tradições do Pensar: Grega, Romana e Moderna"
Capítulo 3: O que nos faz pensar?,Pensar 16-15,Solon como ponte entre a experiência política e a interioridade moral,"Arendt fecha o capítulo recuperando Solon, que: trouxe elementos de julgamento moral para dentro da vida; inaugurou uma reflexão prática sobre justiça, sabedoria e medida; preparou o terreno para Sócrates.  ","Tradições do Pensar: Grega, Romana e Moderna"
Capítulo 3: O que nos faz pensar?,Pensar 16-16,Transição: aparece Sócrates,"O capítulo termina abrindo caminho para o próximo tema: Sócrates, que unifica o pensamento grego e romano ao perguntar “o que nos faz pensar?” de maneira radical.   ","Tradições do Pensar: Grega, Romana e Moderna"
Capítulo 3: O que nos faz pensar?,Pensar 17-1,O pensamento tem afinidade estrutural com o desejável e o amável,"Arendt abre afirmando que o pensamento tende a se ocupar com o que é “amável”, “belo”, “justo”, “sábio”. Coisas más ou odiosas carecem de substância permanente e por isso não se fixam ao pensar.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-2,Sócrates formulou duas proposições morais derivadas diretamente da experiência do pensar,"Arendt identifica as duas proposições socráticas “positivas”: 1.É pior cometer injustiça do que sofrê-la. 2.É melhor estar em desacordo com todos do que estar em desacordo consigo mesmo. Ambas derivam do que se torna visível no ato de pensar, não de regras morais externas.","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-3,A perspectiva do cidadão: não importa quem sofre; importa que a cidade foi ferida,"Arendt ressalta que, do ponto de vista do mundo comum, a distinção entre sofrer e cometer injustiça assume outro sentido: há um dano objetivo à cidade, independentemente de quem sofre.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-4,A proposição socrática “não posso estar em desacordo comigo mesmo” é fundamento da moral,"Essa segunda proposição é a mais radical. Ela se baseia no fato de que o pensamento cria uma divisão interna, um “eu” que conversa com “eu mesmo”. Ser injusto implica entrar em desacordo com a própria companhia interior.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-5,O “dois-em-um” é a estrutura essencial do pensar,Pensar = diálogo silencioso entre “eu” e “eu mesmo”. Essa duplicidade interna só é possível porque cada pessoa é um ser plural consigo mesma.  ,"Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-6,A experiência socrática: falar consigo mesmo é condição da harmonia interna,"Sócrates considera impossível que um ser humano que pensa possa cometer injustiça deliberada, porque teria de viver em desarmonia consigo mesmo.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-7,Pensar divide; agir reunifica,"O pensar cria dois em um; o agir exige unidade. Quando o mundo exige ação, o eu deve abandonar o diálogo interior e tornar-se “um”.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-8,O “dois-em-um” é a base da identidade e da diferença,"Arendt observa, apoiando-se em Heidegger, que a identidade só existe porque há diferença interna. O diálogo interno dá forma à consciência e à identidade.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-9,A consciência moral deriva do pensar,"Consciência = antecipação do diálogo que terei comigo mesmo após a ação. Por isso, consciência não é conhecimento, nem regra moral. É a voz da duplicidade interna.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-10,Não pensar leva à ausência de consciência moral,Quem não pratica o diálogo interno perde o senso de contradição consigo mesmo. Isso explica figuras como Eichmann: ausência de pensamento → ausência de consciência moral.  ,"Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-11,A distinção entre consciência e consciência moral,Arendt esclarece: consciência (awareness) não é consciência moral; consciência moral depende da experiência reflexiva do dois-em-um.  ,"Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-12,A consciência moral não é social: não vem da cidade nem das leis,"Ela nasce da relação entre mim e eu mesmo. O critério não é harmonia com os outros, mas harmonia consigo próprio.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-13,O critério socrático: “não querer ser inimigo de si mesmo”,Sócrates afirma que ninguém que pense pode querer ser seu próprio inimigo. Essa impossibilidade funda o princípio de não cometer injustiça.  ,"Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-14,Sócrates descobre que podemos ter “intercurso” conosco mesmos,"Assim como temos relações com outros, temos relação conosco. Essa relação é inseparável: nunca podemos escapar de nós mesmos.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-15,Aristóteles: o amigo é “um outro eu”,Arendt liga isso ao fato de que o parceiro do diálogo interior é um “outro eu” — o amigo mais próximo possível.  ,"Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-16,Consciência como antecipação do retorno ao dois-em-um após a ação,"Ao agir, eu deixo temporariamente o diálogo interior para atuar no mundo. Ao voltar para casa, reencontro meu parceiro interior. Essa antecipação fundamenta a responsabilidade moral.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-17,Pensar não produz normas e não garante bondade,"Arendt insiste: pensar não cria valores, não produz moralidade, não ensina a ser bom. O que ele produz é dissolução de hábitos e capacidade de distinguir o certo do errado quando confrontado com situações particulares.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-18,"Pensamento e julgamento são distintos, mas interligados","Pensar trata do invisível; julgar trata de particulares que aparecem. Pensar prepara o terreno para julgar, mas não determina o julgamento.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-19,A função do pensar é impedir catástrofes morais,"O pensar não produz certezas, mas evita o colapso moral: quem pensa não se torna cúmplice do mal, porque não suporta contradição consigo mesmo.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 3: O que nos faz pensar?,Pensar 17-20,A atualidade de Sócrates: o pensar como resistência ao mal,"Para Arendt, a lição socrática é vital: pensar → impede a cumplicidade; não pensar → torna possível qualquer crime.","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 4: Onde estamos quando pensamos?,Pensar 18-1,Não é possível oferecer uma conclusão para o pensamento,Arendt abre o capítulo afirmando que qualquer tentativa de concluir o que foi dito seria contraditória: o pensamento é uma atividade sem fim e sem produto final.  ,Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 18-2,O pensamento está sempre interrompido — Sócrates como modelo,"Pensar é ser interrompido continuamente pela vida e, no entanto, tentar sempre retomar o fio. Sócrates é a figura que representa essa tensão: está sempre no início; nunca termina; pensa enquanto vive.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 18-3,O pensamento remove-se do presente e do próximo — trabalha com ausências,"Arendt afirma que toda atividade mental: lida com o ausente, não com o presente; afasta o pensador do aqui-e-agora; introduz desrealização do mundo imediato.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 18-4,O pensamento pode produzir a sensação de que o mundo se torna irreal,"Esse ponto é essencial: quando o ego pensante se retira, o mundo comum parece perder consistência. Ela cita Valéry: “Às vezes penso, às vezes sou.”  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 18-5,A suspeita sobre a realidade do mundo é recorrente na filosofia,"Arendt recupera: o sonho de Chuang Tzu (será que sou homem sonhando ser borboleta, ou borboleta sonhando ser homem?); o bios theôrētikós de Aristóteles; a dúvida cartesiana. Todos expressam o mesmo fenômeno: a retirada do pensar modifica nossa relação com o real.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 18-6,O pensamento cria um “não-lugar” (nowhere),O filósofo vive em um espaço que não é o mundo comum. Arendt cita o texto aristotélico Protrepticus: o filósofo “não pertence a lugar algum”. Esse “não-lugar” é condição da atividade pensante.  ,Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 18-7,"Esse não-lugar não é espacial, mas existencial","Ele não significa desligamento total do mundo, mas uma forma de deslocamento que permite observar sem pertencer.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 18-8,O pensamento suspende tempo e espaço — e pode ser desconfortável,"Arendt observa que o filósofo “perde o mundo”, e isso gera tanto liberdade quanto risco: liberdade: pensar sem determinar-se pelo imediato; risco: desorientação, dúvida, sensação de irrealidade.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 18-9,O pensamento precisa retornar ao mundo sensível — o papel do senso comum,"O sensus communis é a força que reintroduz o pensador no mundo compartilhado. Sem ele, o pensamento permaneceria suspenso em um vazio.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 18-10,A finitude humana é a infraestrutura de todas as atividades mentais,"Arendt afirma: somos marcados por um “tempo estendido” entre passado e futuro, o que nos permite: lembrar; esperar; pensar no que não está presente. Essa finitude é a base do pensar.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 18-11,O pensamento opera na justaposição de ausências — não em sequências temporais,"Uma ideia crucial: o pensamento não segue o tempo linear, mas transforma experiências em uma sucessão de “palavras sem som”, organizadas internamente.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 18-12,A preparação para o próximo capítulo: onde está localizado o ego pensante no tempo?,"O capítulo termina com uma pergunta: em que tempo o ego pensante existe? Arendt abre assim o caminho para o tema do capítulo 20, “O intervalo entre passado e futuro”, introduzido na última página do trecho.   ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-1,A parábola de Kafka como chave para localizar o pensar no tempo,"Arendt utiliza a parábola de Kafka (p. 202) para descrever o ego pensante como alguém situado: entre o passado, que o empurra; e o futuro, que o bloqueia; num campo de forças que se chocam, criando um intervalo. Esse intervalo define a posição temporal do pensamento.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-2,"No pensar, passado e futuro estão igualmente ausentes — e por isso igualmente presentes","Arendt explica que o pensar opera somente com ausências: o passado já não está; o futuro ainda não está. Justamente por serem ausentes, ambos se tornam presentes para o ego pensante.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-3,O intervalo é um “presente estendido”,"Esse presente não é o “agora” sensível — que desaparece continuamente — mas o nunc stans (“instante imóvel”), conceito usado por Tomás de Aquino e retomado por tradições místicas.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-4,O pensamento vive em um “entre-dois” (in-between),A análise de Kafka permite visualizar: o passado e o futuro como forças antagônicas; o presente como ruptura; o pensar como habitar esse espaço de ruptura.  ,Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-5,Nietzsche: o portal (Augeblick) como figura do instante decisivo,"Arendt traz o episódio do portal de Zaratustra (p. 204): dois caminhos que divergem; dois “eternos”; o encontro no ponto do portal, que é o instante. Esse instante é idêntico ao intervalo kafkiano.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-6,Heidegger: o homem como “pastor do ser” situado no claro do tempo,"Heidegger interpreta Nietzsche como revelando que o homem habita o claro entre passado e futuro — mas Arendt mantém a análise dentro do domínio da experiência fenomenológica, não ontológica.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-7,A vida humana: habitar constantemente o choque entre o que foi e o que será,Arendt nota que cada instante envolve a colisão entre: o já vivido (memória); o ainda não acontecido (expectativa). Essa colisão torna o presente um campo instável.  ,Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-8,O pensamento tematiza o que já desapareceu ou o que ainda não apareceu,O “material” do pensamento nunca é o presente sensível: ele trata do que está fora do mundo imediato das aparências.  ,Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-9,O pensamento cria um tipo de tempo não cronológico,Arendt distingue: tempo cronológico (o tempo mundano); tempo do pensar (tempo não sequencial e não espacial). O pensamento cria uma espécie de “tempo sem tempo”.  ,Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-10,O diagrama do p. 208 mostra o “paralelogramo” de forças,"No gráfico desenhado por Arendt (p. 208), vemos: passado e futuro como linhas infinitas; o presente como ponto de interseção; o pensar como diagonal que nasce do choque dessas forças. Esse modelo visualiza como o pensamento não pertence ao tempo linear.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-11,"O “nunc stans” não é eternidade, mas suspensão da temporalidade",Arendt insiste: não é eternidade metafísica; é a suspensão fenomenológica da temporalidade enquanto pensamos.  ,Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-12,O pensamento é possível porque somos seres finitos,"A finitude humana — estar entre nascimento e morte — cria o próprio intervalo onde o pensamento se move. Sem finitude não haveria memória nem expectativa, e portanto não haveria pensar.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-13,O pensamento dissolve o fluxo contínuo do tempo,"Ao pensar, quebramos a sequência, isolamos partes, retiramos do fluxo. O resultado é um tempo “não narrativo”, composto de interrupções.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-14,O pensamento não é histórico — mas opera sobre o material histórico,"Arendt afirma: o pensar não se move no tempo histórico; mas trabalha com restos, fragmentos, memórias, textos do passado. Por isso, sua relação com a tradição é sempre fragmentária.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-15,A perda da tradição torna o pensar mais radical e sem garantias,"Com o colapso da tradição (p. 212), o pensamento moderno não pode recorrer a autoridades passadas. O pensar agora é tarefa solitária, sem pilares exteriores.  ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 19-16,A metáfora final: o poeta olhando para baixo da bacia,"Arendt cita Auden (p. 213): “Some books are undeservedly forgotten, none undeservedly remembered.” E depois um haicai sobre recuperar pérolas esquecidas — imagem da tarefa do pensamento diante dos fragmentos do passado.   ",Atividade Mental e Condições Internas do Pensar
Capítulo 4: Onde estamos quando pensamos?,Pensar 20-1,Pensar lida com invisíveis; querer e julgar lidam com ausências de outros tipos,"Arendt inicia o Postscriptum afirmando que, ao contrário do pensar (que trata do invisível), o querer e o julgar ocupam-se de conteúdos ausentes por outros motivos: ou porque ainda não aconteceram (futuro), ou porque já passaram (passado).  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 4: Onde estamos quando pensamos?,Pensar 20-2,A tentação de justificar o pensar como preparação para a ação é inadequada,"Arendt recusa a interpretação segundo a qual “pensar é útil porque prepara decisões”: para ela, o pensamento não serve à vontade. O querer não decorre do pensar.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 4: Onde estamos quando pensamos?,Pensar 20-3,O querer (Will) não pode ser derivado da razão ou do desejo,"Arendt segue Bergson e afirma: o ato de querer é espontâneo; não é continuação do desejo; não é produto da deliberação racional. É um “órgão de liberdade” — ou é isso, ou é ilusão.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 4: Onde estamos quando pensamos?,Pensar 20-4,A história do querer é marcada pela contradição interna da vontade,Arendt rastreia a experiência humana do querer desde: Paulo (“não faço o bem que quero…”) Agostinho (a luta interna entre querer e não querer) até a modernidade (Hegel e Nietzsche). A vontade vive em conflito consigo mesma.  ,"Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 4: Onde estamos quando pensamos?,Pensar 20-5,A modernidade substituiu o pensar pela vontade como força central do self,"Com a ascensão da ideia de progresso, a vontade tornou-se dominante: vontade como força que molda o futuro; vontade como negação do presente (Hegel: “o Agora não pode resistir”). Isso desloca a centralidade do pensamento.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 4: Onde estamos quando pensamos?,Pensar 20-6,Nietzsche culmina a tradição ao afirmar que o Ser é vontade,"Para Nietzsche, tudo é vontade; não há outro ser além da vontade. Arendt vê isso como o final autodestrutivo da metafísica da vontade.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 4: Onde estamos quando pensamos?,Pensar 20-7,A vontade cria o “quem” — o self responsável por suas ações,"Arendt afirma que o querer produz a pessoa responsável, aquela que pode ser elogiada ou culpada. O foco moderno na vontade cria a ilusão de que “produzimos a nós mesmos”.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 4: Onde estamos quando pensamos?,Pensar 20-8,Julgar é a capacidade de lidar com o passado,Julgar não se baseia em regras nem em dedução. É um talento que não pode ser ensinado. Kant é o primeiro filósofo a dar estatuto próprio ao juízo.  ,"Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 4: Onde estamos quando pensamos?,Pensar 20-9,Julgar emerge quando o pensar retorna ao mundo das aparências,"O juízo trata de particulares. Quando o pensamento volta do seu retiro e reencontra o mundo sensível, ele precisa de uma nova faculdade para lidar com a singularidade. Esse é o juízo.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 4: Onde estamos quando pensamos?,Pensar 20-10,Juízo moral é diferente de consciência,Arendt distingue: consciência = relação do eu consigo mesmo; julgamento = relação com o mundo e os outros.  ,"Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 4: Onde estamos quando pensamos?,Pensar 20-11,"O juízo precisa da imaginação, não de regras","Kant chama o julgamento de “talento peculiar”, pois ele depende de imaginar-se na posição do espectador imparcial. Esse “senso comum ampliado” (erweiterte Denkungsart) é essencial.  ","Pensamento, Vontade e Juízo na Ação Humana"
Capítulo 4: Onde estamos quando pensamos?,Pensar 20-12,A crise do juízo na modernidade deriva da perda da tradição,"Arendt se associa às correntes que desmontam a metafísica tradicional. Com a ruptura da tradição, não há mais regras dadas de antemão para julgar. Mas isso não destrói o juízo — apenas o torna mais necessário.","Pensamento, Vontade e Juízo na Ação Humana"
